timestamp,symbol,expiry,spotPrice,strikesJson
2026-05-26T16:40:44.151Z,NIFTY,30-Mar-2027,23913.7,[{"strike":15000,"ceOI":0,"peOI":2,"ceLTP":0,"peLTP":20.6},{"strike":16500,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":18000,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":19500,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":21000,"ceOI":0,"peOI":3,"ceLTP":0,"peLTP":318.05},{"strike":22500,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":24000,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":25500,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":27000,"ceOI":6,"peOI":0,"ceLTP":700,"peLTP":0},{"strike":28500,"ceOI":1,"peOI":0,"ceLTP":533.8,"peLTP":0},{"strike":30000,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0},{"strike":31500,"ceOI":0,"peOI":0,"ceLTP":0,"peLTP":0}]
