timestamp,symbol,expiry,strike,ceOIChange,peOIChange,ceLTPChange,peLTPChange
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24050,-223,-519,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24100,-714,-9,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24150,-110,-31,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24200,-216,-24,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24250,-70,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24300,54,21,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24350,-171,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24400,-913,-10,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24450,-88,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24500,-60,-53,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24550,-121,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24600,-175,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24650,-406,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24700,-523,-1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24750,-201,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24800,-415,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24850,-275,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24900,-116,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,24950,116,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25000,-1892,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25050,-39,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25100,80,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25150,-31,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25200,-85,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25250,-5,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25300,-116,3,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25350,-8,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25400,46,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25450,-17,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25500,459,2,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25550,-14,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25600,-2,1,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25650,-2,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25700,-377,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25750,1,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25800,-16,3,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25850,8,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25900,89,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,25950,4,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26000,249,3,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26050,-2,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26100,-25,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26150,7,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26200,-1,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26250,-67,0,0,0
2026-05-26T16:08:30.083Z,NIFTY,02-Jun-2026,26300,9,1,0,0
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21100,0,3138,-3004.35,-0.2999999999999998
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21150,0,573,0,-0.15000000000000013
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21200,0,-31,0,-0.1499999999999999
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21250,0,282,0,-0.19999999999999996
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21300,0,751,0,-0.30000000000000004
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21350,0,227,0,-0.3500000000000001
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21400,0,425,-2587.05,-0.5
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21450,0,87,0,-0.34999999999999987
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21500,0,1293,-2400,-0.5499999999999998
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21550,0,110,0,-0.19999999999999996
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21600,0,842,0,-0.6499999999999999
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21650,0,140,0,-0.7500000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21700,0,985,0,-0.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21750,0,118,0,-0.30000000000000004
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21800,0,459,0,-0.75
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21850,0,63,0,-1.0499999999999998
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21900,0,957,0,-0.44999999999999973
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,21950,0,194,0,-0.8000000000000003
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22000,-1,7560,46,-0.7000000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22050,0,216,0,-0.7
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22100,0,540,-1900,-0.7999999999999998
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22150,0,325,-1875.95,-1.1500000000000001
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22200,0,-478,-1750.25,-1.05
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22250,0,684,-1621.25,-0.8999999999999999
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22300,0,513,-1690,-0.6000000000000001
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22350,0,817,-1443.5,-1.0000000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22400,0,2871,-1542.55,-1.1
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22450,0,335,-1159,-0.9000000000000004
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22500,2,5770,35.049999999999955,-0.7000000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22550,0,147,84.04999999999995,-1.15
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22600,0,6649,-1324.95,-1.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22650,0,753,-1164.55,-1.4499999999999997
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22700,0,4061,-1227.1,-1.4499999999999997
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22750,0,1907,103.29999999999995,-1.6
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22800,-2,9083,-6.2999999999999545,-1.7499999999999996
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22850,0,1656,-939.35,-2.0500000000000003
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22900,3,7959,22.25,-2.05
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,22950,0,2178,79.29999999999995,-2.65
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23000,28,18093,27.299999999999955,-2.9
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23050,0,5160,-893.35,-3.4000000000000004
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23100,1,5790,34.39999999999998,-4.200000000000001
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23150,2,6479,-60.14999999999998,-5.3999999999999995
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23200,11,21952,24.450000000000045,-7.1499999999999995
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23250,32,5628,26.100000000000023,-7.1
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23300,21,4503,18.700000000000045,-7
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23350,-7,5066,18.90000000000009,-9.5
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23400,184,15272,12.649999999999977,-13.100000000000001
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23450,11,8287,16.449999999999932,-15.2
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23500,537,19622,13,-16.75
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23550,269,13160,12.449999999999989,-18.950000000000003
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23600,1288,13924,11.850000000000023,-21.699999999999996
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23650,396,12759,5.300000000000011,-25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23700,1793,19670,2.6999999999999886,-27.650000000000006
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23750,1527,24906,0.8499999999999659,-30.94999999999999
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23800,10275,43515,-2.6000000000000227,-33.150000000000006
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23850,11478,38282,-3.3499999999999943,-35.95
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23900,37611,84773,-7.450000000000017,-36.05
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,23950,36810,41123,-9.099999999999994,-40.19999999999999
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24000,49476,43321,-8.899999999999977,-39.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24050,17109,5742,-11.749999999999986,-42.04999999999998
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24100,23699,4420,-12.149999999999991,-45
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24150,16930,1406,-14.200000000000003,-48.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24200,20314,2589,-13.899999999999991,-47.80000000000001
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24250,13329,853,-12.500000000000007,-44.35000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24300,21063,715,-12.5,-42.5
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24350,10524,196,-12.100000000000001,-45.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24400,11792,241,-10.8,-41.5
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24450,8030,26,-10.449999999999996,-39.799999999999955
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24500,13980,442,-9.45,-34.35000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24550,3027,109,-8.55,-34.85000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24600,2052,75,-7.549999999999999,-37.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24650,4020,2,-6.85,-27
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24700,17806,183,-5.799999999999999,-49.14999999999998
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24750,4381,4,-4.450000000000001,-35.5
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24800,9222,20,-4.15,-31.950000000000045
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24850,1192,0,-3.1000000000000005,-798.75
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24900,4553,5,-3,-37.10000000000002
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,24950,4382,5,-2.55,-26
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25000,10871,-18,-2.25,-26.399999999999864
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25050,1210,0,-1.7999999999999998,-988.85
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25100,8243,0,-2.1500000000000004,-1152
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25150,2195,0,-1.6500000000000001,-1088.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25200,11160,24,-1.25,-21.65000000000009
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25250,1046,0,-1.2999999999999998,-1187.15
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25300,5754,0,-1,-1345.05
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25350,2751,0,-1.1500000000000001,0
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25400,1119,1,-0.95,0.25
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25450,328,0,-0.7,-1385.45
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25500,3730,-3,-0.6000000000000001,-19.799999999999955
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25550,636,0,-0.6500000000000001,-1484.85
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25600,2040,0,-0.45000000000000007,-1636.75
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25650,477,0,-0.45000000000000007,-1683
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25700,679,0,-0.3999999999999999,-1700
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25750,207,0,-0.34999999999999987,0
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25800,942,0,-0.30000000000000004,-1713.2
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25850,1425,0,-0.19999999999999996,-1830
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25900,799,0,-0.19999999999999996,-1910
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,25950,396,0,-0.19999999999999996,0
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26000,3907,3,-0.25,-35
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26050,59,0,-0.3500000000000001,0
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26100,107,0,-0.25,-2105
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26150,227,0,-0.19999999999999996,0
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26200,343,0,-0.09999999999999998,-2180
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26250,282,0,-0.20000000000000007,-2184.85
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26300,733,0,-0.15000000000000002,-2345
2026-05-27T05:04:25.080Z,NIFTY,02-Jun-2026,26350,1013,0,-0.15000000000000002,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21200,0,4,0,0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21300,0,2,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21400,0,34,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21500,0,10,0,-0.050000000000000044
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21700,0,48,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21850,0,2,0,-0.050000000000000044
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21900,0,5,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,21950,0,11,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22000,0,26,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22100,0,6,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22150,0,1,0,-0.050000000000000044
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22200,0,112,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22250,0,-34,0,-0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22300,0,-1,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22350,0,-6,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22400,0,4,0,-0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22450,0,-2,0,-0.09999999999999987
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22500,0,149,0,-0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22550,0,-27,0,-0.050000000000000266
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22600,0,-6,0,-0.1499999999999999
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22650,0,31,0,-0.10000000000000009
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22700,0,37,0,-0.1499999999999999
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22750,0,82,0,-0.10000000000000009
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22800,0,-291,0,-0.10000000000000009
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22850,0,178,0,-0.10000000000000009
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22900,0,69,0,-0.09999999999999964
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,22950,0,-38,0,-0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23000,1,-30,5.100000000000023,-0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23050,0,220,0,-0.04999999999999982
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23100,0,222,0,-0.09999999999999964
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23150,0,21,0,-0.09999999999999964
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23200,0,98,0,-0.09999999999999964
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23250,0,-18,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23300,-3,716,1.599999999999909,-0.05000000000000071
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23350,0,-16,0,-0.05000000000000071
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23400,5,-194,1.3500000000000227,-0.10000000000000142
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23450,-2,70,-2.0499999999999545,-0.15000000000000213
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23500,-2,160,1,-0.04999999999999716
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23550,-1,54,-1.0499999999999545,-0.14999999999999858
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23600,8,172,0.9499999999999886,-0.5500000000000043
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23650,-9,19,-0.05000000000001137,-0.5
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23700,20,-56,2.6999999999999886,-0.3499999999999943
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23750,37,-74,0.5500000000000114,-0.75
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23800,62,84,1.6000000000000227,-0.7999999999999972
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23850,29,101,2.3000000000000114,-0.5
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23900,100,286,1.75,-1.1500000000000057
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,23950,340,264,1.5999999999999943,-0.950000000000017
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24000,388,669,1.0999999999999943,-1.9000000000000057
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24050,745,61,0.7999999999999972,-1.5
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24100,226,102,0.9500000000000028,-1.5
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24150,-26,6,0.7000000000000028,-1.299999999999983
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24200,-21,21,0.3499999999999943,-0.75
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24250,30,-13,0.5500000000000043,-2.5
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24300,103,-7,0.10000000000000142,2.75
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24350,118,-1,0.10000000000000142,0.10000000000002274
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24400,41,-9,-0.10000000000000142,1
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24450,95,0,-0.10000000000000142,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24500,396,-6,-0.15000000000000213,-1
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24550,284,0,-0.09999999999999964,0.2999999999999545
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24600,1571,10,-0.09999999999999964,0.20000000000004547
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24650,-54,0,-0.15000000000000036,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24700,78,0,-0.05000000000000071,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24750,61,0,-0.14999999999999947,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24800,-104,0,-0.15000000000000036,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24850,23,0,-0.04999999999999982,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24900,7,0,-0.09999999999999964,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,24950,-34,0,0,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,25000,116,0,-0.04999999999999982,-3.4500000000000455
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,25050,75,0,-0.050000000000000266,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,25100,-89,0,0.050000000000000044,0
2026-05-27T05:06:10.839Z,NIFTY,02-Jun-2026,25150,-31,0,-0.050000000000000044,0
