timestamp,symbol,expiry,strike,ceOIChange,peOIChange,ceLTPChange,peLTPChange
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21100,0,2413,0,-0.4500000000000002
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21200,0,19,0,0.050000000000000266
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21250,0,-1,0,-3.75
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21350,0,10,0,-0.7999999999999998
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21400,0,60,0,-0.5
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21450,0,2,0,0
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21500,0,2000,0,-0.3000000000000007
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21550,0,8,0,-4.9
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21600,0,5,0,0.04999999999999982
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21750,0,-2,0,-4.65
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21800,0,1018,0,-0.25
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21900,0,27,0,-0.9500000000000002
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,21950,0,19,0,-1.0999999999999996
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22000,0,4958,98.25,-0.7000000000000002
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22050,0,3,0,-2.8999999999999995
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22100,0,225,0,-1.5
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22150,0,33,0,-0.9500000000000002
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22200,0,689,0,-1.5
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22250,0,38,0,-1.25
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22300,0,712,0,-1.9500000000000002
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22350,0,114,0,-1.4000000000000004
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22400,0,301,0,-2.1500000000000004
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22450,0,237,0,-2.55
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22500,1,1640,-1455,-2.55
2026-05-27T05:09:23.560Z,NIFTY,09-Jun-2026,22550,0,327,0,-2.9499999999999993
