timestamp,symbol,expiry,strike,ceOIChange,peOIChange,ceLTPChange,peLTPChange
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,12000,0,-5,-8690,-0.5
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,15000,0,-3,0,0.7999999999999998
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,16000,0,80,0,0
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,18000,0,-155,0,-0.5499999999999998
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,19000,-14,10.923076923074404,40.69999999999982,-1.3000000000000007
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,19500,0,-95,-4480,-1.2000000000000002
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20000,0,-334,0,-1.8000000000000007
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20100,0,-111,0,-1.4000000000000004
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20200,0,13,-3690,-0.9000000000000004
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20250,0,-3,0,-2.499999999999999
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20400,0,61,0,-2
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20450,0,-3,0,-2.75
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20500,0,23,0.40000000000009095,-2.3999999999999986
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20600,0,32,-3400,-3.0999999999999996
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20650,0,-10,0,-3.6499999999999986
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20700,0,-10,0,-3.4000000000000004
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20800,0,-25,0,-2
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20900,0,-15,0,-3
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,20950,0,-6,-2790,0
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21000,-70,855,35,-1.8499999999999996
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21050,0,-2,0,-2.0999999999999996
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21100,0,-13,0,-2.049999999999999
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21200,0,16,-2300,-2.1999999999999993
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21300,0,39,-1812.7,-1.6999999999999993
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21400,0,12,0,-2.1000000000000014
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21450,0,-2,-1705.55,-2.3999999999999986
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21500,3,-50,-0.15000000000009095,-2.25
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21550,0,13,-1639.75,-1.9500000000000028
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21600,0,27,-2046.9,-3.349999999999998
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21650,0,5,-2002.95,-4.299999999999997
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21700,0,84,0,-3.700000000000003
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21750,0,16,-2112.3,-4.449999999999999
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21800,0,176,-1978.85,-3.099999999999998
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21850,0,32,-2024,-3.5500000000000007
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21900,0,269,-2007.95,-4.25
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,21950,0,66,-1685,-3.4499999999999993
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22000,21,2228,20.34999999999991,-4.649999999999999
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22050,0,144,-2050,-5.200000000000003
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22100,0,360,-1824.3,-5.399999999999999
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22150,0,91,-1790,-5.450000000000003
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22200,0,338,-1806,-5.75
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22250,0,62,-1415.7,-6.100000000000001
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22300,0,278,-1835,-8
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22350,0,37,-1523.4,-7.950000000000003
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22400,0,603,-1503,-7.25
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22450,0,21,-1465.8,-8.25
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22500,20,-943,17.049999999999955,-10.299999999999997
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22550,0,23,-1446.25,-9.549999999999997
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22600,0,111,-1485.5,-11.050000000000004
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22650,0,-33,-1507.75,-10.25
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22700,0,183,-1350,-12.700000000000003
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22750,0,41,-1278.75,-11.350000000000009
2026-05-27T05:08:54.888Z,NIFTY,30-Jun-2026,22800,0,521,-1258.45,-12.200000000000003
